STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10125884,M,2,Maitrise professionn,Génie industriel,20181,20193,5,3.13,2019/20
10212813,M,2,Maitrise recherche,Génie aérospatial,20181,20201,7,4.00,2019/20
10212815,M,2,Maitrise professionn,Génie informatique,20181,20191,4,3.57,2018/19
10125896,F,2,Maitrise recherche,Génie biomédical,20182,20201,7,3.90,2019/20
10212817,M,2,Maitrise professionn,Génie biomédical,20181,20192,5,3.96,2018/19
10125902,F,2,Maitrise professionn,Génie industriel,20181,20191,4,3.97,2018/19
10212827,M,2,Maitrise professionn,Génie informatique,20181,20192,5,3.74,2018/19
10125908,F,2,Maitrise professionn,Génie biomédical,20181,20192,5,3.77,2018/19
10125932,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.50,2019/20
10212865,M,2,Maitrise recherche,Génie électrique,20181,20201,7,3.91,2019/20
10125946,F,2,Maitrise recherche,Génie biomédical,20181,20192,5,4.00,2018/19
10212867,M,2,Maitrise recherche,Génie physique,20181,20192,5,3.85,2018/19
10212871,M,1,Certificat,Ingénierie,20173,20181,2,3.05,2017/18
10125956,F,1,Certificat,Ingénierie,20173,20181,2,3.50,2017/18
10125958,M,2,Maitrise recherche,Génie électrique,20181,20201,7,3.53,2019/20
10212891,M,2,Maitrise professionn,Génie aérospatial,20181,20192,4,3.27,2018/19
10126046,M,2,Maitrise recherche,Génie mécanique,20173,20192,6,4.00,2018/19
10212967,F,2,Maitrise recherche,Génie informatique,20173,20201,8,3.15,2019/20
10126048,M,2,Maitrise recherche,Génie biomédical,20173,20192,6,4.00,2018/19
10212969,M,2,Maitrise recherche,Génie industriel,20181,20193,6,3.91,2019/20
10126050,M,2,Maitrise professionn,Génie industriel,20181,20183,3,3.73,2018/19
10212971,M,2,Maitrise professionn,Génie mécanique,20182,20191,3,3.87,2018/19
10126052,M,2,Maitrise recherche,Génie industriel,20181,20192,5,3.44,2018/19
10212973,M,2,Maitrise recherche,Génie chimique,20181,20193,6,4.00,2019/20
10126054,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.23,2018/19
10212975,F,2,Maitrise recherche,Génie industriel,20181,20192,5,3.91,2018/19
10126056,M,2,Maitrise professionn,Génie mécanique,20181,20191,4,3.90,2018/19
10126060,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.73,2018/19
10126064,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.73,2018/19
10212985,M,2,Maitrise professionn,Génie mécanique,20181,20191,4,3.70,2018/19
10126066,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.47,2018/19
10212987,M,2,Maitrise recherche,Génie civil,20181,20193,3,3.53,2019/20
10126068,F,2,Maitrise professionn,Génie industriel,20181,20191,4,3.37,2018/19
10212989,M,2,Maitrise recherche,Génie industriel,20183,20192,4,3.91,2018/19
10126070,M,2,Maitrise professionn,Génie énergétique,20181,20183,3,3.70,2018/19
10126072,F,2,Maitrise professionn,Génie énergétique,20182,20191,5,3.87,2018/19
10126076,M,2,Maitrise professionn,Génie civil,20181,20191,4,3.67,2018/19
10126080,M,1,Certificat,Design et fabrication,20173,20193,5,3.20,2019/20
10213017,M,2,Maitrise professionn,Génie industriel,20173,20192,6,3.77,2018/19
10126102,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.25,2018/19
10213025,F,2,Maitrise professionn,Génie informatique,20181,20191,3,3.60,2018/19
10126106,F,2,Maitrise professionn,Génie informatique,20181,20191,3,3.16,2018/19
10213027,M,2,Maitrise professionn,Génie civil,20181,20191,3,3.84,2018/19
10213029,M,2,Maitrise recherche,Génie biomédical,20181,20192,5,3.90,2018/19
10126110,M,2,Maitrise professionn,Génie civil,20181,20191,4,3.79,2018/19
10213031,F,2,Maitrise professionn,Génie civil,20181,20191,4,3.68,2018/19
10126112,F,2,Maitrise professionn,Génie mécanique,20181,20183,3,3.90,2018/19
10213033,M,2,Maitrise professionn,Génie chimique,20181,20191,3,3.60,2018/19
10126114,M,2,Maitrise professionn,Génie industriel,20181,20192,4,3.90,2018/19
10213035,M,2,Maitrise professionn,Génie civil,20181,20192,4,3.50,2018/19
10126116,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.77,2018/19
10213037,M,2,Maitrise professionn,Génie mécanique,20181,20183,3,3.63,2018/19
10126118,F,2,Maitrise professionn,Génie mécanique,20181,20191,4,3.17,2018/19
10213039,M,2,Maitrise professionn,Génie mécanique,20181,20191,4,3.83,2018/19
10213041,F,1,Certificat,Ingénierie,20173,20181,2,3.28,2017/18
10213043,M,2,Maitrise professionn,Génie civil,20181,20191,4,3.87,2018/19
10126126,F,2,Maitrise professionn,Génie civil,20181,20192,4,3.93,2018/19
10213047,M,2,Maitrise professionn,Génie électrique,20181,20192,4,3.77,2018/19
10213079,M,2,Maitrise professionn,Génie énergétique,20183,20191,3,3.77,2018/19
10213107,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20201,6,3.50,2019/20
10213127,M,2,Maitrise recherche,Génie industriel,20182,20192,4,4.00,2018/19
10126208,F,2,Maitrise recherche,Génie industriel,20183,20192,4,3.25,2018/19
10126210,M,2,Maitrise recherche,Génie mécanique,20181,20192,5,4.00,2018/19
10213133,M,2,Maitrise recherche,Génie mécanique,20181,20201,7,4.00,2019/20
10126216,F,2,Maitrise professionn,Génie industriel,20181,20191,4,3.50,2018/19
10213137,M,2,Maitrise recherche,Mathématiques appliquées,20181,20191,4,3.91,2018/19
10126222,M,2,Maitrise recherche,Génie biomédical,20181,20193,4,3.53,2019/20
10126236,M,2,Maitrise professionn,Génie énergétique,20181,20191,4,3.90,2018/19
10126242,M,2,Maitrise professionn,Génie mécanique,20181,20191,4,3.97,2018/19
10126246,M,2,Maitrise recherche,Génie civil,20181,20191,4,3.91,2018/19
10213169,M,2,Maitrise recherche,Génie civil,20181,20183,3,3.90,2018/19
10213171,M,2,Maitrise recherche,Génie électrique,20182,20192,4,3.82,2018/19
10126252,F,2,Maitrise professionn,Génie industriel,20181,20191,3,3.87,2018/19
10126254,F,2,Maitrise recherche,Mathématiques appliquées,20181,20192,5,3.82,2018/19
10213177,M,2,Maitrise recherche,Génie énergétique,20181,20192,5,3.65,2018/19
10213205,F,2,Maitrise recherche,Génie mécanique,20181,20192,5,3.44,2018/19
10126286,M,2,Maitrise recherche,Génie mécanique,20181,20193,4,3.05,2019/20
10126288,M,2,Maitrise recherche,Génie mécanique,20181,20193,6,4.00,2019/20
10213209,M,2,Maitrise recherche,Génie mécanique,20181,20192,5,3.91,2018/19
10213211,F,2,Maitrise professionn,Génie biomédical,20181,20192,5,3.97,2018/19
10213213,M,2,Maitrise professionn,Génie biomédical,20181,20192,4,3.94,2018/19
10213223,M,2,Maitrise professionn,Génie chimique,20173,20192,6,3.47,2018/19
10213231,F,2,Maitrise professionn,Génie électrique,20181,20192,5,3.73,2018/19
10126316,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,5,2.70,2019/20
10213245,F,2,Maitrise recherche,Génie électrique,20181,20192,5,3.91,2018/19
10126326,F,2,Maitrise recherche,Génie électrique,20181,20192,5,4.00,2018/19
10126356,M,2,Maitrise professionn,Génie électrique,20173,20192,5,3.67,2018/19
10126388,F,2,Maitrise professionn,Génie civil,20181,20191,4,3.90,2018/19
10213309,M,2,Maitrise recherche,Génie civil,20181,20192,5,4.00,2018/19
10126390,M,2,Maitrise recherche,Génie civil,20181,20193,6,3.13,2019/20
10126392,M,2,Maitrise professionn,Génie informatique,20181,20192,4,3.23,2018/19
10213313,M,2,Maitrise professionn,Génie informatique,20181,20191,4,3.93,2018/19
10126394,F,2,Maitrise professionn,Génie aérospatial,20181,20191,4,3.97,2018/19
10213315,M,2,Maitrise professionn,Génie aérospatial,20181,20193,5,3.87,2019/20
10126396,M,2,Maitrise professionn,Génie aérospatial,20181,20183,3,3.83,2018/19
10213317,M,2,Maitrise recherche,Génie industriel,20181,20192,5,3.91,2018/19
10213327,F,2,Maitrise professionn,Génie biomédical,20181,20183,3,3.80,2018/19
10126408,M,2,Maitrise recherche,Génie informatique,20181,20192,5,3.97,2018/19
10126416,M,2,Maitrise recherche,Génie industriel,20181,20192,5,3.81,2018/19
10213337,F,2,Maitrise recherche,Génie industriel,20181,20191,4,4.00,2018/19
10126424,M,2,Maitrise recherche,Génie informatique,20181,20192,5,4.00,2018/19
10213345,M,2,Maitrise professionn,Génie énergétique,20181,20191,4,3.83,2018/19
10126426,M,2,Maitrise professionn,Génie industriel,20181,20193,4,3.63,2019/20
10213347,M,2,Maitrise professionn,Génie énergétique,20181,20191,3,3.87,2018/19
10126440,M,2,Maitrise professionn,Génie chimique,20181,20192,4,3.43,2018/19
10126442,M,2,Maitrise professionn,Génie biomédical,20181,20183,3,3.77,2018/19
10126444,M,2,Maitrise recherche,Génie aérospatial,20181,20192,5,4.00,2018/19
10126446,M,2,Maitrise professionn,Génie aérospatial,20181,20191,4,3.56,2018/19
10213367,M,2,Maitrise recherche,Mathématiques appliquées,20181,20192,5,4.00,2018/19
10126448,F,2,Maitrise recherche,Mathématiques appliquées,20181,20192,5,4.00,2018/19
10126450,M,2,Maitrise professionn,Génie énergétique,20181,20183,3,3.80,2018/19
10213371,M,2,Maitrise recherche,Mathématiques appliquées,20181,20192,5,3.74,2018/19
10213373,M,2,Maitrise professionn,Génie mécanique,20182,20191,3,3.40,2018/19
10126454,F,2,Maitrise recherche,Génie civil,20181,20192,5,4.00,2018/19
10213375,F,2,Maitrise professionn,Génie industriel,20181,20192,4,3.57,2018/19
10126456,F,2,Maitrise professionn,Génie chimique,20181,20183,3,3.80,2018/19
10213377,F,2,Maitrise professionn,Génie mécanique,20181,20183,3,3.83,2018/19
10126458,F,2,Maitrise professionn,Génie chimique,20181,20191,4,3.43,2018/19
10126464,M,2,Maitrise recherche,Génie informatique,20181,20192,5,3.82,2018/19
10213385,M,2,Maitrise professionn,Génie informatique,20181,20191,3,3.83,2018/19
10126466,M,2,Maitrise professionn,Génie informatique,20183,20192,4,3.93,2018/19
10213387,M,2,Maitrise professionn,Génie aérospatial,20181,20192,5,3.53,2018/19
10126468,M,2,Maitrise professionn,Génie aérospatial,20181,20192,5,3.87,2018/19
10213389,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.57,2018/19
10126470,F,2,Maitrise professionn,Génie informatique,20181,20183,3,4.00,2018/19
10213391,M,2,Maitrise recherche,Génie énergétique,20181,20192,5,4.00,2018/19
10126472,M,1,Certificat,Ingénierie,20173,20181,2,3.05,2017/18
10126474,F,2,Maitrise professionn,Génie énergétique,20181,20191,3,3.87,2018/19
10213395,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.90,2018/19
10213397,M,2,Maitrise professionn,Génie énergétique,20181,20192,4,3.41,2018/19
10213437,M,2,Maitrise professionn,Génie aérospatial,20181,20192,5,3.93,2018/19
10126518,M,2,Maitrise professionn,Génie énergétique,20181,20191,3,3.40,2018/19
10126540,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20181,2,3.40,2017/18
10126542,F,1,Certificat,Cyberenquête,20173,20191,4,3.00,2018/19
10126586,F,2,Maitrise recherche,Génie énergétique,20181,20193,3,3.91,2019/20
10213507,M,2,Maitrise professionn,Génie informatique,20181,20191,4,3.67,2018/19
10126588,F,2,Maitrise recherche,Génie biomédical,20181,20201,7,3.80,2019/20
10126590,F,2,Maitrise professionn,Génie industriel,20182,20192,4,3.83,2018/19
10213511,M,2,Maitrise professionn,Génie informatique,20181,20193,4,3.57,2019/20
10126600,M,2,Maitrise professionn,Génie aérospatial,20181,20192,5,3.59,2018/19
10126618,F,2,Maitrise recherche,Génie énergétique,20173,20191,5,3.74,2018/19
10126630,M,2,Maitrise recherche,Génie industriel,20182,20192,4,3.81,2018/19
10213551,M,2,Maitrise professionn,Génie informatique,20181,20191,4,3.90,2018/19
10126632,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.97,2018/19
10213553,M,2,Maitrise professionn,Génie mécanique,20182,20192,4,3.87,2018/19
10126634,M,2,Maitrise professionn,Génie énergétique,20181,20191,3,4.00,2018/19
10126642,M,2,Maitrise recherche,Génie mécanique,20181,20193,6,4.00,2019/20
10213563,M,2,Maitrise professionn,Génie mécanique,20181,20191,3,3.79,2018/19
10213565,M,2,Maitrise recherche,Génie électrique,20181,20193,4,3.82,2019/20
10126650,M,2,Maitrise professionn,Génie civil,20183,20192,4,3.73,2018/19
10126658,M,1,Certificat,Cyberenquête,20173,20183,3,3.55,2018/19
10126658,M,1,Certificat,Cyberfraude,20183,20193,3,3.45,2019/20
10213581,M,2,Maitrise professionn,Génie énergétique,20181,20193,5,3.43,2019/20
10213587,M,2,Maitrise recherche,Génie électrique,20181,20201,6,3.17,2019/20
10213599,M,2,Maitrise professionn,Génie électrique,20182,20192,4,3.63,2018/19
10213601,F,2,Maitrise professionn,Génie électrique,20181,20191,4,3.50,2018/19
10126738,M,1,Certificat,Technologies biomédicales - instr. électronique,20173,20201,5,2.00,2019/20
10213659,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.20,2018/19
10126748,M,2,Maitrise professionn,Génie industriel,20193,20193,1,3.57,2019/20
10126806,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20183,2,3.10,2018/19
10126806,M,1,Certificat,Cyberfraude,20183,20191,2,3.25,2018/19
10126806,M,1,Certificat,Cyberenquête,20192,20201,3,3.60,2019/20
10213727,M,1,Certificat,Cyberenquête,20173,20193,6,2.45,2019/20
10213731,M,1,Certificat,Cyberenquête,20173,20191,4,3.15,2018/19
10213769,F,2,Maitrise recherche,Génie mécanique,20193,20201,6,3.73,2019/20
10126858,M,1,Certificat,Électricité du bâtiment,20173,20201,6,3.45,2019/20
10126870,M,2,Maitrise professionn,Génie électrique,20181,20193,5,3.47,2019/20
10213797,M,2,Maitrise professionn,Génie industriel,20181,20193,5,3.67,2019/20
10126878,M,2,Maitrise professionn,Génie chimique,20181,20192,4,3.67,2018/19
10126964,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,3.20,2019/20
10213885,F,1,Certificat,Cyberenquête,20173,20192,5,3.35,2018/19
10126970,F,1,Certificat,Cyberenquête,20173,20192,6,3.45,2018/19
10126978,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20181,2,3.30,2017/18
10126978,M,1,Certificat,Cyberenquête,20183,20191,2,3.22,2018/19
10126978,M,1,Certificat,Cyberfraude,20193,20201,2,3.55,2019/20
10213915,M,2,Maitrise professionn,Génie chimique,20192,20192,1,3.82,2018/19
10127004,F,2,Maitrise professionn,Génie industriel,20182,20191,3,3.80,2018/19
10213937,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,2.35,2018/19
10127050,M,1,Certificat,Cyberenquête,20183,20191,2,2.65,2018/19
10214007,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,2.55,2018/19
10127092,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,2.85,2019/20
10214029,F,1,Certificat,Cyberenquête,20173,20191,4,3.40,2018/19
10214033,F,1,Certificat,Cyberenquête,20173,20191,4,3.35,2018/19
10127140,M,1,Certificat,Cybersécurité des réseaux informatiques,20183,20191,2,2.95,2018/19
10214085,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.60,2018/19
10214103,F,1,Certificat,Cyberenquête,20173,20193,5,3.30,2019/20
10214107,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.40,2018/19
10127218,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20201,6,2.60,2019/20
10127240,M,1,Certificat,Cyberenquête,20173,20182,3,3.40,2017/18
10214311,M,1,Certificat,Techn. biomédicales-instrum.(stage),20183,20192,3,3.30,2018/19
10127530,M,2,Maitrise recherche,Génie civil,20181,20192,5,4.00,2018/19
10127532,F,2,Maitrise recherche,Mathématiques appliquées,20181,20193,6,3.74,2019/20
10214455,M,2,Maitrise professionn,Génie industriel,20181,20192,5,4.00,2018/19
10127560,M,2,Maitrise professionn,Génie mécanique,20181,20192,5,3.08,2018/19
10214525,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.10,2019/20
10127640,F,2,Maitrise recherche,Génie chimique,20181,20201,7,4.00,2019/20
10127642,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,3.40,2018/19
10127652,M,2,Maitrise recherche,Génie chimique,20181,20201,7,3.80,2019/20
10127686,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,6,3.30,2019/20
10214607,M,1,Certificat,Cyberfraude,20181,20201,5,2.85,2019/20
10127716,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.86,2019/20
10214655,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.05,2019/20
10214707,F,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,3.65,2018/19
10127788,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,3.25,2018/19
10127788,M,1,Certificat,Cyberfraude,20191,20201,3,3.65,2019/20
10214733,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,3.75,2019/20
10127830,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,2.88,2018/19
10127836,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.20,2019/20
10127838,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.05,2019/20
10127864,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,3.40,2018/19
10127876,F,2,Maitrise recherche,Génie biomédical,20183,20191,2,3.90,2018/19
10127894,M,1,Certificat,Design et fabrication,20181,20193,5,3.39,2019/20
10127896,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,3.90,2018/19
10127946,M,1,Certificat,Technologies biomédicales - instr. électronique,20181,20191,4,2.75,2018/19
10127948,M,1,Certificat,Électricité du bâtiment,20181,20193,5,3.25,2019/20
10127956,M,1,Certificat,Cyberenquête,20181,20191,3,3.25,2018/19
10127956,M,1,Certificat,Cyberfraude,20192,20201,3,3.50,2019/20
10214881,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20181,20192,5,1.80,2018/19
10127964,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,3.30,2019/20
10214901,F,1,Certificat,Cyberenquête,20181,20191,3,3.28,2018/19
10128098,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,3.90,2018/19
10215025,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,3.10,2019/20
10128108,F,1,Certificat,Électricité du bâtiment,20181,20192,4,2.50,2018/19
10215031,M,1,Certificat,Cyberenquête,20181,20201,6,3.72,2019/20
10128114,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,4,2.70,2019/20
10215043,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,3.25,2019/20
10215045,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,5,4.00,2019/20
10215051,M,1,Certificat,Électricité du bâtiment,20181,20191,3,3.71,2018/19
10215061,M,1,Certificat,Cyberenquête,20181,20192,4,3.22,2018/19
10128144,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,2.80,2019/20
10215099,F,1,Certificat,Cybersécurité des réseaux informatiques,20191,20201,3,3.70,2019/20
10128226,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20193,5,3.30,2019/20
10215205,F,1,Certificat,Cyberenquête,20183,20193,3,2.40,2019/20
10215289,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,6,3.95,2019/20
10128382,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,2.90,2019/20
10128384,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20192,4,3.75,2018/19
10215349,M,1,Certificat,Cyberenquête,20183,20192,3,3.70,2018/19
